date,predicted_volume,total_traffic_volume,is_weekend,revenue_base,revenue_weekend_elastic,year
26-05-2013,64086.34,51576,1,230710.824,265778.8692,2013
27-05-2013,82891.975,47207,0,298411.11,298411.11,2013
28-05-2013,107325.085,91766,0,386370.306,386370.306,2013
29-05-2013,122179.98,121082,0,439847.928,439847.928,2013
30-05-2013,124620.795,114183,0,448634.862,448634.862,2013
31-05-2013,114973.515,110005,0,413904.654,413904.654,2013
01-06-2013,68987.045,72545,1,248353.362,286103.073,2013
02-06-2013,77346.515,72473,1,278447.454,320771.467,2013
03-06-2013,87636.22,86735,0,315490.392,315490.392,2013
04-06-2013,87233.575,88972,0,314040.87,314040.87,2013
05-06-2013,125855.805,110133,0,453080.898,453080.898,2013
06-06-2013,176430.085,195410,0,635148.306,635148.306,2013
07-06-2013,116166.145,121360,0,418198.122,418198.122,2013
08-06-2013,67335.415,67975,1,242407.494,279253.4331,2013
09-06-2013,64469.235,61029,1,232089.246,267366.8114,2013
10-06-2013,140631.21,147542,0,506272.356,506272.356,2013
11-06-2013,103791.75,111220,0,373650.3,373650.3,2013
12-06-2013,97615.76,103535,0,351416.736,351416.736,2013
13-06-2013,129990.495,139085,0,467965.782,467965.782,2013
14-06-2013,85350.045,92567,0,307260.162,307260.162,2013
15-06-2013,67000.845,66871,1,241203.042,277865.9044,2013
16-06-2013,65604.01,81991,1,236174.436,272072.9503,2013
17-06-2013,84718.75,90719,0,304987.5,304987.5,2013
18-06-2013,84636.385,92900,0,304690.986,304690.986,2013
19-06-2013,52853.715,38153,0,190273.374,190273.374,2013
20-06-2013,54932.18,43868,0,197755.848,197755.848,2013
21-06-2013,38852.33,14531,0,139868.388,139868.388,2013
22-06-2013,32166.84,22423,1,115800.624,133402.3188,2013
23-06-2013,48267.425,38638,1,173762.73,200174.665,2013
24-06-2013,100590.605,108784,0,362126.178,362126.178,2013
25-06-2013,89987.645,104500,0,323955.522,323955.522,2013
26-06-2013,84057.39,92408,0,302606.604,302606.604,2013
27-06-2013,84015.005,94136,0,302454.018,302454.018,2013
28-06-2013,83288.48,88023,0,299838.528,299838.528,2013
29-06-2013,67289.67,71112,1,242242.812,279063.7194,2013
30-06-2013,75901.56,66937,1,273245.616,314778.9496,2013
01-07-2013,88540.91,87714,0,318747.276,318747.276,2013
02-07-2013,86379.81,91166,0,310967.316,310967.316,2013
03-07-2013,79089.94,85164,0,284723.784,284723.784,2013
04-07-2013,61227.745,50356,0,220419.882,220419.882,2013
05-07-2013,63090.105,69150,0,227124.378,227124.378,2013
06-07-2013,58240.265,55512,1,209664.954,241534.027,2013
07-07-2013,62591.435,59882,1,225329.166,259579.1992,2013
08-07-2013,89254.755,89697,0,321317.118,321317.118,2013
09-07-2013,97097.125,104576,0,349549.65,349549.65,2013
10-07-2013,105895.915,110185,0,381225.294,381225.294,2013
11-07-2013,89364.13,87530,0,321710.868,321710.868,2013
12-07-2013,89282.675,89661,0,321417.63,321417.63,2013
13-07-2013,63751.04,67032,1,229503.744,264388.3131,2013
14-07-2013,68229.88,77449,1,245627.568,282962.9583,2013
15-07-2013,59774.715,45425,0,215188.974,215188.974,2013
16-07-2013,78909.83,79930,0,284075.388,284075.388,2013
17-07-2013,87587.3,84570,0,315314.28,315314.28,2013
18-07-2013,82945.995,84425,0,298605.582,298605.582,2013
19-07-2013,83273.5,94970,0,299784.6,299784.6,2013
20-07-2013,68173.6,69781,1,245424.96,282729.5539,2013
21-07-2013,61859.575,61746,1,222694.47,256544.0294,2013
22-07-2013,106815.235,113865,0,384534.846,384534.846,2013
23-07-2013,87113.705,84405,0,313609.338,313609.338,2013
24-07-2013,81818.045,84087,0,294544.962,294544.962,2013
25-07-2013,94829.835,92818,0,341387.406,341387.406,2013
26-07-2013,80815.085,81614,0,290934.306,290934.306,2013
27-07-2013,68751.625,66757,1,247505.85,285126.7392,2013
28-07-2013,69664.345,65820,1,250791.642,288911.9716,2013
29-07-2013,82417.56,82830,0,296703.216,296703.216,2013
30-07-2013,86740.115,86739,0,312264.414,312264.414,2013
31-07-2013,136309.19,136151,0,490713.084,490713.084,2013
01-08-2013,110517.825,118021,0,397864.17,397864.17,2013
02-08-2013,92002.7,95841,0,331209.72,331209.72,2013
03-08-2013,64381.875,63069,1,231774.75,267004.512,2013
04-08-2013,65984.18,61328,1,237543.048,273649.5913,2013
05-08-2013,92288.075,86110,0,332237.07,332237.07,2013
06-08-2013,117057.175,109600,0,421405.83,421405.83,2013
07-08-2013,78556.655,69741,0,282803.958,282803.958,2013
08-08-2013,87655.48,91092,0,315559.728,315559.728,2013
09-08-2013,97567.675,87970,0,351243.63,351243.63,2013
10-08-2013,65682.325,67978,1,236456.37,272397.7382,2013
11-08-2013,62486.855,58849,1,224952.678,259145.4851,2013
12-08-2013,91692.38,89032,0,330092.568,330092.568,2013
13-08-2013,97174.445,93151,0,349828.002,349828.002,2013
14-08-2013,72153.785,70796,0,259753.626,259753.626,2013
15-08-2013,67088.575,56210,0,241518.87,241518.87,2013
16-08-2013,93345.54,84003,0,336043.944,336043.944,2013
17-08-2013,68307.53,69471,1,245907.108,283284.9884,2013
18-08-2013,60035.705,62237,1,216128.538,248980.0758,2013
19-08-2013,85615.075,88257,0,308214.27,308214.27,2013
20-08-2013,88509.995,91782,0,318635.982,318635.982,2013
21-08-2013,81936.1,88297,0,294969.96,294969.96,2013
22-08-2013,93475.925,92767,0,336513.33,336513.33,2013
23-08-2013,89507.345,93126,0,322226.442,322226.442,2013
24-08-2013,48579.225,42727,1,174885.21,201467.7619,2013
25-08-2013,65094.545,64979,1,234340.362,269960.097,2013
26-08-2013,71988.295,84043,0,259157.862,259157.862,2013
27-08-2013,37428.585,18972,0,134742.906,134742.906,2013
28-08-2013,55577.515,38545,0,200079.054,200079.054,2013
29-08-2013,69078.075,63247,0,248681.07,248681.07,2013
30-08-2013,106692.875,115037,0,384094.35,384094.35,2013
31-08-2013,21025.595,1321,1,75692.142,87197.34758,2013
01-09-2013,14407.995,1712,1,51868.782,59752.83686,2013
02-09-2013,59053.12,53637,0,212591.232,212591.232,2013
03-09-2013,33845.11,1462,0,121842.396,121842.396,2013
04-09-2013,80654.29,70067,0,290355.444,290355.444,2013
05-09-2013,68422.605,54318,0,246321.378,246321.378,2013
06-09-2013,68470.155,57090,0,246492.558,246492.558,2013
07-09-2013,31814.795,17331,1,114533.262,131942.3178,2013
08-09-2013,48740.365,37779,1,175465.314,202136.0417,2013
09-09-2013,115669.695,128138,0,416410.902,416410.902,2013
10-09-2013,78663.365,63195,0,283188.114,283188.114,2013
11-09-2013,77774.945,71634,0,279989.802,279989.802,2013
12-09-2013,35305.145,17652,0,127098.522,127098.522,2013
13-09-2013,70173.17,67463,0,252623.412,252623.412,2013
14-09-2013,67966.02,68420,1,244677.672,281868.6781,2013
15-09-2013,61785.9,46871,1,222429.24,256238.4845,2013
16-09-2013,54927.065,43499,0,197737.434,197737.434,2013
17-09-2013,78900.915,66667,0,284043.294,284043.294,2013
18-09-2013,92832.145,77737,0,334195.722,334195.722,2013
19-09-2013,71418.33,62243,0,257105.988,257105.988,2013
20-09-2013,62900.89,54638,0,226443.204,226443.204,2013
21-09-2013,34179.72,21146,1,123046.992,141750.1348,2013
22-09-2013,25875.99,31499,1,93153.564,107312.9057,2013
23-09-2013,43100.38,24324,0,155161.368,155161.368,2013
24-09-2013,63575.275,45905,0,228870.99,228870.99,2013
25-09-2013,56063.425,61857,0,201828.33,201828.33,2013
26-09-2013,71054.62,86679,0,255796.632,255796.632,2013
27-09-2013,81499.425,84531,0,293397.93,293397.93,2013
28-09-2013,68802.415,70059,1,247688.694,285337.3755,2013
29-09-2013,45169.08,57041,1,162608.688,187325.2086,2013
30-09-2013,43646.65,29001,0,157127.94,157127.94,2013
01-10-2013,32831.495,3969,0,118193.382,118193.382,2013
02-10-2013,40560.795,2697,0,146018.862,146018.862,2013
03-10-2013,98053.07,104606,0,352991.052,352991.052,2013
04-10-2013,85368.41,81494,0,307326.276,307326.276,2013
05-10-2013,89123.055,88905,1,320842.998,369611.1337,2013
06-10-2013,99257.67,119370,1,357327.612,411641.409,2013
07-10-2013,59676.325,55357,0,214834.77,214834.77,2013
08-10-2013,60800.05,48371,0,218880.18,218880.18,2013
09-10-2013,77546.79,90305,0,279168.444,279168.444,2013
10-10-2013,84247.305,93963,0,303290.298,303290.298,2013
11-10-2013,75040.1,68304,0,270144.36,270144.36,2013
12-10-2013,53210.915,48257,1,191559.294,220676.3067,2013
13-10-2013,36370.21,23723,1,130932.756,150834.5349,2013
14-10-2013,56535.735,43799,0,203528.646,203528.646,2013
15-10-2013,99081.855,111309,0,356694.678,356694.678,2013
16-10-2013,62516.39,55965,0,225059.004,225059.004,2013
17-10-2013,97392.515,93137,0,350613.054,350613.054,2013
18-10-2013,81474.62,79482,0,293308.632,293308.632,2013
19-10-2013,58864.255,56258,1,211911.318,244121.8383,2013
20-10-2013,64427.56,54410,1,231939.216,267193.9768,2013
21-10-2013,70404.27,64749,0,253455.372,253455.372,2013
22-10-2013,53646.98,37468,0,193129.128,193129.128,2013
23-10-2013,81216.605,47005,0,292379.778,292379.778,2013
24-10-2013,64307.155,29914,0,231505.758,231505.758,2013
25-10-2013,57967.2,44790,0,208681.92,208681.92,2013
26-10-2013,45340.63,34118,1,163226.268,188036.6607,2013
27-10-2013,12878.11,822,1,46361.196,53408.09779,2013
06-11-2013,81282.16,74278,0,292615.776,292615.776,2013
07-11-2013,70323.12,72164,0,253163.232,253163.232,2013
08-11-2013,88006.81,88867,0,316824.516,316824.516,2013
09-11-2013,63300.88,66151,1,227883.168,262521.4095,2013
10-11-2013,57553.665,53910,1,207193.194,238686.5595,2013
11-11-2013,72237.495,73855,0,260054.982,260054.982,2013
12-11-2013,85424.635,88743,0,307528.686,307528.686,2013
13-11-2013,89536.405,91934,0,322331.058,322331.058,2013
14-11-2013,86594.465,85991,0,311740.074,311740.074,2013
15-11-2013,103321.495,108368,0,371957.382,371957.382,2013
16-11-2013,90788.99,107197,1,326840.364,376520.0993,2013
17-11-2013,63257.14,52480,1,227725.704,262340.011,2013
18-11-2013,71665.645,67409,0,257996.322,257996.322,2013
19-11-2013,90205.195,88591,0,324738.702,324738.702,2013
20-11-2013,96586.54,95608,0,347711.544,347711.544,2013
21-11-2013,100557.235,100484,0,362006.046,362006.046,2013
22-11-2013,80187.94,95120,0,288676.584,288676.584,2013
23-11-2013,62754.065,66586,1,225914.634,260253.6584,2013
24-11-2013,49005.855,53237,1,176421.078,203237.0819,2013
25-11-2013,73802.845,68181,0,265690.242,265690.242,2013
26-11-2013,78590.32,81193,0,282925.152,282925.152,2013
27-11-2013,85997.11,90489,0,309589.596,309589.596,2013
28-11-2013,57518.435,48235,0,207066.366,207066.366,2013
29-11-2013,62651.255,63000,0,225544.518,225544.518,2013
30-11-2013,62576.755,64690,1,225276.318,259518.3183,2013
01-12-2013,57774.495,60225,1,207988.182,239602.3857,2013
02-12-2013,139412.485,175253,0,501884.946,501884.946,2013
03-12-2013,175070.535,221122,0,630253.926,630253.926,2013
04-12-2013,130539.73,148693,0,469943.028,469943.028,2013
05-12-2013,79628.835,78814,0,286663.806,286663.806,2013
06-12-2013,90164.15,87986,0,324590.94,324590.94,2013
07-12-2013,53535.035,58272,1,192726.126,222020.4972,2013
08-12-2013,72285.3,76042,1,260227.08,299781.5962,2013
09-12-2013,75846.22,68186,0,273046.392,273046.392,2013
10-12-2013,91244.66,90668,0,328480.776,328480.776,2013
11-12-2013,73049.465,71202,0,262978.074,262978.074,2013
12-12-2013,84217.755,86391,0,303183.918,303183.918,2013
13-12-2013,91842.975,93319,0,330634.71,330634.71,2013
14-12-2013,72171.46,70528,1,259817.256,299309.4789,2013
15-12-2013,62873.48,54446,1,226344.528,260748.8963,2013
16-12-2013,96143,79055,0,346114.8,346114.8,2013
17-12-2013,79636.78,82009,0,286692.408,286692.408,2013
18-12-2013,79075.25,81064,0,284670.9,284670.9,2013
19-12-2013,90704.395,87553,0,326535.822,326535.822,2013
20-12-2013,82865.295,81534,0,298315.062,298315.062,2013
21-12-2013,60039.02,60997,1,216140.472,248993.8237,2013
22-12-2013,51209.51,44099,1,184354.236,212376.0799,2013
23-12-2013,81763.53,76444,0,294348.708,294348.708,2013
24-12-2013,72191.065,67166,0,259887.834,259887.834,2013
25-12-2013,63532.585,48884,0,228717.306,228717.306,2013
26-12-2013,77578.095,72800,0,279281.142,279281.142,2013
27-12-2013,78711.48,70068,0,283361.328,283361.328,2013
28-12-2013,72030.785,72683,1,259310.826,298726.0716,2013
29-12-2013,52372.6,47730,1,188541.36,217199.6467,2013
30-12-2013,79999.4,79199,0,287997.84,287997.84,2013
31-12-2013,70868.975,69799,0,255128.31,255128.31,2013
01-01-2014,56388.71,36024,0,202999.356,202999.356,2014
02-01-2014,71966.53,72633,0,259079.508,259079.508,2014
03-01-2014,109748.865,119120,0,395095.914,395095.914,2014
04-01-2014,58183.885,56949,1,209461.986,241300.2079,2014
05-01-2014,41727.935,37800,1,150220.566,173054.092,2014
06-01-2014,63370.46,52177,0,228133.656,228133.656,2014
07-01-2014,69461.035,66643,0,250059.726,250059.726,2014
08-01-2014,73410.95,75588,0,264279.42,264279.42,2014
09-01-2014,85796.55,86346,0,308867.58,308867.58,2014
10-01-2014,87082.14,89969,0,313495.704,313495.704,2014
11-01-2014,61768.28,65216,1,222365.808,256165.4108,2014
12-01-2014,52740.54,47450,1,189865.944,218725.5675,2014
13-01-2014,82131.295,81804,0,295672.662,295672.662,2014
